name,mass,radius,orbital_period,discovered,detection_type,star_name,ra,dec,star_distance,star_mass,star_radius
Kepler-1030 b,,0.221,19.32952416,2016,Primary Transit,Kepler-1030,293.681915,45.817559,795.0,0.8,0.76
Kepler-1031 b,,0.078,1.22621732,2016,Primary Transit,Kepler-1031,296.089747,48.955376,741.0,1.09,1.12
Kepler-1032 b,,0.167,3.29011795,2016,Primary Transit,Kepler-1032,289.930872,40.097751,607.0,0.77,0.71
Kepler-1033 b,,0.224,7.56052806,2016,Primary Transit,Kepler-1033,283.845142,44.609093,1425.0,0.94,0.92
Kepler-1034 b,,0.202,12.12400943,2016,Primary Transit,Kepler-1034,286.115368,37.966997,706.0,0.83,0.8
Kepler-1035 b,,0.104,2.71407755,2016,Primary Transit,Kepler-1035,289.042225,42.882488,408.0,0.98,0.97
Kepler-1036 b,,0.269,122.8808058,2016,Primary Transit,Kepler-1036,295.181638,49.945786,507.0,0.95,0.89
Kepler-1037 b,,0.114,1.06378867,2016,Primary Transit,Kepler-1037,296.341029,47.170856,451.0,0.82,0.78
Kepler-1038 b,,0.315,148.4603382,2016,Primary Transit,Kepler-1038,298.972184,44.132378,622.0,0.87,0.83
Kepler-1039 b,,0.13,0.93488424,2016,Primary Transit,Kepler-1039,298.326591,45.315514,324.0,0.79,0.74
Kepler-104 b,,0.277,11.427548,2014,Primary Transit,Kepler-104,287.60461425,42.166779,,0.81,1.35
Kepler-104 c,,0.279,23.668205,2014,Primary Transit,Kepler-104,287.60461425,42.166779,,0.81,1.35
Kepler-104 d,,0.319,51.755394,2014,Primary Transit,Kepler-104,287.60461425,42.166779,,0.81,1.35
Kepler-1040 b,,0.186,201.1214,2016,Primary Transit,Kepler-1040,283.113784,48.131393,473.0,0.98,0.96
Kepler-1041 b,,0.262,24.7576421,2016,Primary Transit,Kepler-1041,293.881768,49.683155,979.0,1.06,1.08
Kepler-1042 b,,0.195,10.13202575,2016,Primary Transit,Kepler-1042,288.668933,39.824006,659.0,0.75,0.72
Kepler-1043 b,,0.227,38.5053398,2016,Primary Transit,Kepler-1043,281.662983,47.568584,838.0,0.92,0.9
Kepler-1044 b,,0.238,6.77408868,2016,Primary Transit,Kepler-1044,293.144456,46.666237,1507.0,1.08,1.11
Kepler-1045 b,,0.24,26.41045478,2016,Primary Transit,Kepler-1045,284.183296,45.074104,971.0,0.86,0.82
Kepler-1046 b,,0.153,14.37508035,2016,Primary Transit,Kepler-1046,296.755759,46.998291,518.0,1.04,1.04
Kepler-1047 b,,0.186,56.1886887,2016,Primary Transit,Kepler-1047,288.646254,50.788982,566.0,1.08,1.13
Kepler-1047 c,,0.088,3.18897601,2016,Primary Transit,Kepler-1047,288.646254,50.788982,566.0,1.08,1.13
Kepler-1048 b,,0.144,6.92101021,2016,Primary Transit,Kepler-1048,281.898352,42.165787,415.0,0.75,0.7
Kepler-1049 b,,0.085,3.27346074,2016,Primary Transit,Kepler-1049,287.346741,47.772957,129.0,0.51,0.49
Kepler-105 c,0.014,0.117,7.125939,2014,Primary Transit,Kepler-105,287.88732915,46.276237,,1.28,1.16
Kepler-1050 b,,0.143,15.3787546,2016,Primary Transit,Kepler-1050,282.924996,48.626392,555.0,1.09,1.13
Kepler-1050 c,,0.132,21.1284569,2016,Primary Transit,Kepler-1050,282.924996,48.626392,555.0,1.09,1.13
Kepler-1051 b,,0.303,25.96200249,2016,Primary Transit,Kepler-1051,295.158106,40.898849,1021.0,1.43,1.73
Kepler-1052 b,,0.261,34.8538276,2016,Primary Transit,Kepler-1052,295.342731,46.602264,1051.0,1.03,1.03
Kepler-1053 b,,0.087,2.41435165,2016,Primary Transit,Kepler-1053,291.418635,39.127415,171.0,0.74,0.69
Kepler-1054 b,,0.235,4.30655689,2016,Primary Transit,Kepler-1054,290.601152,44.556385,1050.0,1.22,1.34
Kepler-1055 b,,0.11,2.29503623,2016,Primary Transit,Kepler-1055,290.486779,44.932617,422.0,0.98,0.94
Kepler-1056 b,,0.269,27.495606,2016,Primary Transit,Kepler-1056,299.52598,46.899261,971.0,1.12,1.2
Kepler-1057 b,,0.3,14.08827448,2016,Primary Transit,Kepler-1057,297.452152,41.558124,1462.0,1.07,1.1
Kepler-1058 b,,0.243,110.96546,2016,Primary Transit,Kepler-1058,294.595783,45.875034,525.0,0.73,0.69
Kepler-1059 b,,0.154,3.76419105,2016,Primary Transit,Kepler-1059,289.220209,41.706486,673.0,0.75,0.72
Kepler-106 b,0.00047,0.073,6.16486,2014,Primary Transit,Kepler-106,300.863958342,44.3375555656,,1.0,1.04
Kepler-106 c,0.03285,0.223,13.5708,2014,Primary Transit,Kepler-106,300.863958342,44.3375555656,,1.0,1.04
Kepler-106 d,0.025,0.085,23.9802,2014,Primary Transit,Kepler-106,300.863958342,44.3375555656,,1.0,1.04
Kepler-106 e,0.03514,0.228,43.8445,2014,Primary Transit,Kepler-106,300.863958342,44.3375555656,,1.0,1.04
Kepler-1060 b,,0.212,46.8779367,2016,Primary Transit,Kepler-1060,286.025189,39.630929,861.0,0.99,0.99
Kepler-1061 b,,0.177,2.75798267,2016,Primary Transit,Kepler-1061,296.230004,50.27523,585.0,1.09,1.07
Kepler-1062 b,,0.157,9.30412078,2016,Primary Transit,Kepler-1062,283.899402,41.221607,388.0,0.75,0.7
Kepler-1063 b,,0.133,14.07971466,2016,Primary Transit,Kepler-1063,290.52675,38.142973,365.0,1.09,1.14
Kepler-1064 b,,0.138,16.54080322,2016,Primary Transit,Kepler-1064,291.741637,37.688934,374.0,0.85,0.79
Kepler-1065 b,,0.333,3.60930891,2016,Primary Transit,Kepler-1065,294.511258,38.790501,1078.0,0.94,0.93
Kepler-1065 c,,0.143,2.37030743,2016,Primary Transit,Kepler-1065,294.511258,38.790501,1078.0,0.94,0.93
Kepler-1066 b,,0.211,1.93155984,2016,Primary Transit,Kepler-1066,298.866564,46.502239,399.0,0.98,0.98
Kepler-1067 b,,0.071,0.76212926,2016,Primary Transit,Kepler-1067,285.387409,45.049053,689.0,0.95,0.93
Kepler-1068 b,,0.324,16.92344113,2016,Primary Transit,Kepler-1068,294.648164,46.392365,1532.0,1.01,1.01
Kepler-1069 b,,0.143,23.8990296,2016,Primary Transit,Kepler-1069,290.979329,47.989002,435.0,0.99,0.98
Kepler-107 b,,0.141,3.180026,2014,Primary Transit,Kepler-107,297.02825925,48.208611,,,1.41
Kepler-107 c,,0.1485,4.901441,2014,Primary Transit,Kepler-107,297.02825925,48.208611,,,1.41
Kepler-107 d,,0.09492,7.95825,2014,Primary Transit,Kepler-107,297.02825925,48.208611,,,1.41
Kepler-107 e,,0.261,14.749176,2014,Primary Transit,Kepler-107,297.02825925,48.208611,,,1.41
Kepler-1070 b,,0.154,6.2216147,2016,Primary Transit,Kepler-1070,293.195374,49.316502,1040.0,1.21,1.32
Kepler-1071 b,,0.212,6.1799844,2016,Primary Transit,Kepler-1071,293.057996,45.248817,964.0,0.86,0.81
Kepler-1072 b,,0.141,1.5690665,2016,Primary Transit,Kepler-1072,292.04438,46.329025,976.0,1.2,1.32
Kepler-1073 b,,0.205,8.67888593,2016,Primary Transit,Kepler-1073,294.1527,38.233048,837.0,1.0,1.0
Kepler-1073 c,,0.146,4.02582254,2016,Primary Transit,Kepler-1073,294.1527,38.233048,837.0,1.0,1.0
Kepler-1074 b,,0.112,5.94566534,2016,Primary Transit,Kepler-1074,284.476545,46.252579,245.0,0.6,0.57
Kepler-1075 b,,0.127,1.52372816,2016,Primary Transit,Kepler-1075,287.501179,47.469269,265.0,0.56,0.54
Kepler-1076 b,,0.071,6.14727918,2016,Primary Transit,Kepler-1076,287.590098,51.060574,199.0,0.79,0.74
Kepler-1077 b,,0.247,34.3511874,2016,Primary Transit,Kepler-1077,291.033636,42.26786,1098.0,1.02,1.02
Kepler-1078 b,,0.17,3.00725242,2016,Primary Transit,Kepler-1078,293.200589,43.050037,1215.0,0.94,0.92
Kepler-1079 b,,0.145,13.24503188,2016,Primary Transit,Kepler-1079,299.549499,45.769753,481.0,1.08,1.36
Kepler-108 b,,0.8529,49.18354,2014,Primary Transit,Kepler-108,294.5591736,46.062325,,0.87,2.19
Kepler-108 c,,0.734,190.323494,2014,Primary Transit,Kepler-108,294.5591736,46.062325,,0.87,2.19
Kepler-1080 b,,0.293,77.2548396,2016,Primary Transit,Kepler-1080,296.464522,49.182915,688.0,1.1,1.16
Kepler-1081 b,,0.09,3.85691855,2016,Primary Transit,Kepler-1081,289.44452,41.317757,425.0,0.88,0.84
Kepler-1082 b,,0.1,1.5432066,2016,Primary Transit,Kepler-1082,289.358672,50.598484,628.0,1.03,1.14
Kepler-1083 b,,0.3,33.4177993,2016,Primary Transit,Kepler-1083,283.161951,45.198315,912.0,0.81,0.77
Kepler-1084 b,,0.099,2.05333679,2016,Primary Transit,Kepler-1084,290.101971,48.251137,427.0,1.12,1.28
Kepler-1085 b,,0.644,219.3217528,2016,Primary Transit,Kepler-1085,287.477648,46.141186,1518.0,1.11,1.14
Kepler-1086 b,,0.218,18.78425728,2016,Primary Transit,Kepler-1086,295.251155,45.842972,464.0,0.7,0.66
Kepler-1086 c,,0.262,161.5163345,2016,Primary Transit,Kepler-1086,295.251155,45.842972,464.0,0.7,0.66
Kepler-1087 b,,0.054,0.69384285,2016,Primary Transit,Kepler-1087,294.978825,46.005653,354.0,0.96,0.94
Kepler-1088 b,,0.127,23.12748644,2016,Primary Transit,Kepler-1088,281.561453,42.450504,300.0,1.08,1.08
Kepler-1089 b,,0.163,5.13248562,2016,Primary Transit,Kepler-1089,291.092742,49.190059,227.0,0.52,0.49
Kepler-109 b,0.0041,0.2086,6.481637,2014,Primary Transit,Kepler-109,290.392708345,40.284861118,464.73,1.069,1.339
Kepler-109 c,0.00698,0.235,21.22262,2014,Primary Transit,Kepler-109,290.392708345,40.284861118,464.73,1.069,1.339
Kepler-1090 b,,0.201,198.680179,2016,Primary Transit,Kepler-1090,295.662872,44.525845,702.0,0.86,0.82
Kepler-1091 b,,0.13,1.43474156,2016,Primary Transit,Kepler-1091,299.785465,43.670753,915.0,1.01,1.03
Kepler-1092 b,,0.185,58.6017925,2016,Primary Transit,Kepler-1092,297.72314,47.112659,914.0,0.99,1.0
Kepler-1093 b,,0.174,25.0824626,2016,Primary Transit,Kepler-1093,284.978013,41.420166,848.0,1.13,1.2
Kepler-1093 c,,0.175,89.722292,2016,Primary Transit,Kepler-1093,284.978013,41.420166,848.0,1.13,1.2
Kepler-1094 b,,0.284,78.1000231,2016,Primary Transit,Kepler-1094,292.301253,38.267041,1371.0,1.14,1.21
Kepler-1095 b,,0.108,4.27103091,2016,Primary Transit,Kepler-1095,293.262447,41.365114,758.0,0.94,0.92
Kepler-1096 b,,0.111,2.89221751,2016,Primary Transit,Kepler-1096,294.70938,45.969501,344.0,0.66,0.63
Kepler-1097 b,,0.291,187.747029,2016,Primary Transit,Kepler-1097,281.594148,42.596416,738.0,0.82,0.79
Kepler-1098 b,,0.116,2.54307286,2016,Primary Transit,Kepler-1098,295.502705,43.232796,876.0,0.99,0.99
Kepler-1099 b,,0.252,2.16845259,2016,Primary Transit,Kepler-1099,288.749962,48.277176,1209.0,1.01,1.0
Kepler-11 b,0.00597803857408,0.16058553053,10.30375,2011,Primary Transit,Kepler-11,297.1166667,41.9091667,,0.95,1.1
Kepler-11 c,0.0091243746657,0.256044707012,13.02502,2011,Primary Transit,Kepler-11,297.1166667,41.9091667,,0.95,1.1
Kepler-11 d,0.0229682534688,0.278348252919,22.68719,2011,Primary Transit,Kepler-11,297.1166667,41.9091667,,0.95,1.1
Kepler-11 e,0.03,0.374,31.9959,2011,Primary Transit,Kepler-11,297.1166667,41.9091667,,0.95,1.1
Kepler-11 f,0.00629267218324,0.222143317233,46.68876,2011,Primary Transit,Kepler-11,297.1166667,41.9091667,,0.95,1.1
Kepler-11 g,0.95,0.3274,118.37774,2011,Primary Transit,Kepler-11,297.1166667,41.9091667,,0.95,1.1
Kepler-110 b,,0.163,12.691112,2014,Primary Transit,Kepler-110,292.92913815,48.602814,,,1.15
Kepler-110 c,,0.197,31.719775,2014,Primary Transit,Kepler-110,292.92913815,48.602814,,,1.15
Kepler-1100 b,,0.156,6.42200058,2016,Primary Transit,Kepler-1100,291.871356,44.087376,940.0,1.21,1.34
Kepler-1101 b,,0.22,81.3151059,2016,Primary Transit,Kepler-1101,294.569379,45.671257,897.0,0.94,0.91
Kepler-1102 b,,0.237,51.3285623,2016,Primary Transit,Kepler-1102,281.322565,48.066505,986.0,0.96,0.94
Kepler-1103 b,,0.203,19.79191978,2016,Primary Transit,Kepler-1103,287.38209,49.452396,921.0,1.11,1.15
Kepler-1104 b,,0.11,5.03728015,2016,Primary Transit,Kepler-1104,294.468554,49.331024,516.0,1.3,1.41
Kepler-1105 b,,0.179,4.42157218,2016,Primary Transit,Kepler-1105,281.111771,42.454931,369.0,0.71,0.68
Kepler-1106 b,,0.147,1.25275217,2016,Primary Transit,Kepler-1106,291.145201,44.062546,1168.0,1.11,1.17
Kepler-1107 b,,0.12,0.57103852,2016,Primary Transit,Kepler-1107,291.049927,39.141674,457.0,0.86,0.82
Kepler-1108 b,,0.13,4.51005748,2016,Primary Transit,Kepler-1108,296.042339,45.985146,764.0,0.88,0.84
Kepler-1109 b,,0.195,37.6467384,2016,Primary Transit,Kepler-1109,291.646244,39.396624,797.0,1.05,1.06
Kepler-111 b,,0.141,3.341815,2014,Primary Transit,Kepler-111,291.65316765,44.688274,,,1.16
Kepler-111 c,,0.651,224.784608,2014,Primary Transit,Kepler-111,291.65316765,44.688274,,,1.16
Kepler-1110 b,,0.237,9.69312032,2016,Primary Transit,Kepler-1110,291.808022,38.622703,726.0,0.73,0.7
Kepler-1111 b,,0.178,8.79617863,2016,Primary Transit,Kepler-1111,295.463372,45.812744,1142.0,1.1,1.15
Kepler-1112 b,,0.269,14.36267939,2016,Primary Transit,Kepler-1112,296.968815,47.751488,1734.0,1.34,1.54
Kepler-1113 b,,0.251,42.3004954,2016,Primary Transit,Kepler-1113,289.406695,39.338834,1127.0,1.12,1.17
Kepler-1114 b,,0.12,14.97435694,2016,Primary Transit,Kepler-1114,299.236933,45.834698,427.0,0.87,0.83
Kepler-1115 b,,0.152,23.5540725,2016,Primary Transit,Kepler-1115,294.991772,40.144409,935.0,1.6,1.73
Kepler-1116 b,,0.227,41.6977827,2016,Primary Transit,Kepler-1116,291.933655,44.115505,1017.0,0.95,0.93
Kepler-1117 b,,0.099,4.79028459,2016,Primary Transit,Kepler-1117,292.08478,49.23748,619.0,0.95,0.93
Kepler-1118 b,,0.244,38.6715075,2016,Primary Transit,Kepler-1118,299.965664,44.160896,818.0,0.96,0.97
Kepler-1119 b,,0.171,8.3265153,2016,Primary Transit,Kepler-1119,297.019131,44.327522,1288.0,1.11,1.17
Kepler-112 b,,0.211,8.408878,2014,Primary Transit,Kepler-112,296.9810181,43.209751,,,0.84
Kepler-112 c,,0.214,28.574263,2014,Primary Transit,Kepler-112,296.9810181,43.209751,,,0.84
Kepler-1120 b,,0.123,2.94902905,2016,Primary Transit,Kepler-1120,290.914483,42.286579,635.0,0.78,0.74
Kepler-1121 b,,0.17,13.15141081,2016,Primary Transit,Kepler-1121,297.786606,47.886127,529.0,1.29,1.59
Kepler-1122 b,,0.182,42.1917357,2016,Primary Transit,Kepler-1122,288.280535,46.340904,924.0,0.92,0.89
Kepler-1123 b,,0.149,4.33946454,2016,Primary Transit,Kepler-1123,294.517667,50.670399,796.0,0.93,0.9
Kepler-1124 b,,0.114,2.85234897,2016,Primary Transit,Kepler-1124,286.594273,37.891266,177.0,0.35,0.34
Kepler-1125 b,,0.164,17.6700642,2016,Primary Transit,Kepler-1125,295.481223,40.73198,910.0,0.95,0.94
Kepler-1126 b,,0.154,108.593329,2016,Primary Transit,Kepler-1126,285.691992,45.689396,668.0,0.92,0.93
Kepler-1127 b,,0.175,5.12330347,2016,Primary Transit,Kepler-1127,293.217384,42.720707,996.0,0.97,0.95
Kepler-1128 b,,0.326,61.6178167,2016,Primary Transit,Kepler-1128,293.063338,39.403444,1163.0,0.94,0.91
Kepler-1129 b,,0.264,24.3397804,2016,Primary Transit,Kepler-1129,291.604495,41.309361,1258.0,1.0,1.0
Kepler-1129 c,,0.244,76.5369586,2016,Primary Transit,Kepler-1129,291.604495,41.309361,1258.0,1.0,1.0
Kepler-113 b,0.0368,0.162,4.754,2014,Primary Transit,Kepler-113,287.99787502,50.9443333608,,0.75,0.69
Kepler-113 c,0.027,0.194,8.92507,2014,Primary Transit,Kepler-113,287.99787502,50.9443333608,,0.75,0.69
Kepler-1130 b,,0.071,5.45298175,2016,Primary Transit,Kepler-1130,285.207485,45.38435,234.0,0.9,0.81
Kepler-1131 b,,0.142,3.53232449,2016,Primary Transit,Kepler-1131,295.651494,49.261295,1109.0,1.03,1.04
Kepler-1132 b,,0.21,62.8916228,2016,Primary Transit,Kepler-1132,286.367463,48.423935,940.0,0.87,0.83
Kepler-1133 b,,0.176,11.55562343,2016,Primary Transit,Kepler-1133,293.322404,42.86747,821.0,0.93,0.9
Kepler-1134 b,,0.236,17.13263989,2016,Primary Transit,Kepler-1134,295.567982,42.478287,997.0,0.84,0.81
Kepler-1135 b,,0.165,76.957857,2016,Primary Transit,Kepler-1135,286.002968,44.756592,728.0,0.96,0.94
Kepler-1136 b,,0.146,2.36172433,2016,Primary Transit,Kepler-1136,284.107796,44.245808,545.0,0.72,0.68
Kepler-1137 b,,0.196,23.9210791,2016,Primary Transit,Kepler-1137,287.130272,48.665375,971.0,1.5,1.84
Kepler-1138 b,,0.152,3.17060005,2016,Primary Transit,Kepler-1138,285.899242,48.307301,1101.0,0.95,0.92
Kepler-1139 b,,0.106,0.81316672,2016,Primary Transit,Kepler-1139,287.945617,39.230568,555.0,0.94,0.91
Kepler-114 b,0.0220243526413,0.105272736681,5.188548,2013,Primary Transit,Kepler-114,294.1208,48.3494,,0.71,0.65
Kepler-114 c,0.125853443665,0.143,8.041,2013,Primary Transit,Kepler-114,294.1208,48.3494,,0.71,0.65
Kepler-114 d,0.0151,0.226,11.776,2013,Primary Transit,Kepler-114,294.1208,48.3494,,0.71,0.65
Kepler-1140 b,,0.247,24.0862707,2016,Primary Transit,Kepler-1140,281.693981,46.946449,657.0,0.76,0.73
Kepler-1141 b,,0.073,2.34451194,2016,Primary Transit,Kepler-1141,290.543645,47.72588,365.0,1.01,1.07
Kepler-1142 b,,0.131,18.3027248,2016,Primary Transit,Kepler-1142,292.714435,44.082336,697.0,0.97,0.96
Kepler-1143 b,,0.149,2.88890485,2016,Primary Transit,Kepler-1143,287.302821,39.289688,632.0,0.81,0.77
Kepler-1143 c,,0.321,210.630591,2016,Primary Transit,Kepler-1143,287.302821,39.289688,632.0,0.81,0.77
Kepler-1144 b,,0.178,17.14647302,2016,Primary Transit,Kepler-1144,290.043293,47.257977,1012.0,0.98,0.96
Kepler-1145 b,,0.125,3.97076766,2016,Primary Transit,Kepler-1145,295.308161,43.044415,714.0,0.79,0.75
Kepler-1146 b,,0.11,2.3522658,2016,Primary Transit,Kepler-1146,286.716626,47.425633,694.0,0.74,0.7
Kepler-1147 b,,0.233,10.62784997,2016,Primary Transit,Kepler-1147,292.547537,41.642956,1476.0,1.09,1.14
Kepler-1148 b,,0.151,1.10446351,2016,Primary Transit,Kepler-1148,290.953557,45.719536,682.0,0.81,0.77
Kepler-1149 b,,0.128,3.73089898,2016,Primary Transit,Kepler-1149,294.18926,45.151577,1023.0,1.02,1.01
Kepler-115 b,,0.097,2.403679,2014,Primary Transit,Kepler-115,297.71185305,45.261925,,1.0,1.21
Kepler-115 c,,0.232,8.990889,2014,Primary Transit,Kepler-115,297.71185305,45.261925,,1.0,1.21
Kepler-1150 b,,0.091,2.78786839,2016,Primary Transit,Kepler-1150,296.724492,49.532715,373.0,0.76,0.72
Kepler-1151 b,,0.198,65.6478424,2016,Primary Transit,Kepler-1151,292.247793,47.878452,763.0,0.88,0.85
Kepler-1152 b,,0.078,1.64680191,2016,Primary Transit,Kepler-1152,290.434033,44.107651,184.0,0.55,0.53
Kepler-1153 b,,0.154,1.75583533,2016,Primary Transit,Kepler-1153,289.147217,45.866181,1185.0,0.91,0.88
Kepler-1154 b,,0.209,5.1856142,2016,Primary Transit,Kepler-1154,297.477127,39.877247,1531.0,1.26,1.43
Kepler-1154 c,,0.211,8.45808312,2016,Primary Transit,Kepler-1154,297.477127,39.877247,1531.0,1.26,1.43
Kepler-1155 b,,0.181,33.469743,2016,Primary Transit,Kepler-1155,288.820587,39.522827,987.0,1.03,1.03
Kepler-1156 b,,0.118,11.89520511,2016,Primary Transit,Kepler-1156,288.924024,46.057632,759.0,1.0,1.0
Kepler-1157 b,,0.097,4.45743164,2016,Primary Transit,Kepler-1157,283.121049,43.525642,346.0,0.76,0.71
Kepler-1158 b,,0.209,13.5396293,2016,Primary Transit,Kepler-1158,292.233946,41.575213,1258.0,1.41,1.95
Kepler-1159 b,,0.211,22.70816791,2016,Primary Transit,Kepler-1159,294.266335,45.204315,1238.0,1.19,1.28
Kepler-116 b,,0.305,5.968734,2014,Primary Transit,Kepler-116,294.74206545,43.536835,,1.16,1.45
Kepler-116 c,,0.205,13.07163,2014,Primary Transit,Kepler-116,294.74206545,43.536835,,1.16,1.45
Kepler-1160 b,,0.191,7.97034958,2016,Primary Transit,Kepler-1160,287.879384,43.364075,1293.0,0.92,0.89
Kepler-1161 b,,0.19,10.71252541,2016,Primary Transit,Kepler-1161,299.077103,45.44064,428.0,0.59,0.57
Kepler-1162 b,,0.197,32.5637069,2016,Primary Transit,Kepler-1162,283.29213,45.434116,989.0,0.89,0.84
Kepler-1163 b,,0.092,6.11786898,2016,Primary Transit,Kepler-1163,290.235843,50.030087,487.0,1.22,1.35
Kepler-1164 b,,0.1,3.97599768,2016,Primary Transit,Kepler-1164,287.529634,38.894513,447.0,0.85,0.79
Kepler-1165 b,,0.138,9.478522,2016,Primary Transit,Kepler-1165,286.971267,44.708302,1081.0,1.13,1.18
Kepler-1166 b,,0.151,33.2406882,2016,Primary Transit,Kepler-1166,290.348519,50.902855,648.0,0.9,0.86
Kepler-1167 b,,0.153,1.00393374,2016,Primary Transit,Kepler-1167,298.302714,47.694023,811.0,0.79,0.75
Kepler-1168 b,,0.223,55.8226539,2016,Primary Transit,Kepler-1168,287.297694,47.455437,911.0,0.87,0.82
Kepler-1169 b,,0.084,6.11009134,2016,Primary Transit,Kepler-1169,294.911573,46.491463,538.0,1.24,1.23
Kepler-117 b,,0.697,18.795952,2014,Primary Transit,Kepler-117,288.79302975,48.040234,,,1.47
Kepler-117 c,,1.008,50.790412,2014,Primary Transit,Kepler-117,288.79302975,48.040234,,,1.47
Kepler-1170 b,,0.215,9.98969327,2016,Primary Transit,Kepler-1170,292.16858,43.779675,911.0,0.8,0.76
Kepler-1171 b,,0.228,1.44259224,2016,Primary Transit,Kepler-1171,294.958925,38.591578,615.0,1.58,1.95
Kepler-1172 b,,0.285,26.0204423,2016,Primary Transit,Kepler-1172,290.474507,37.766598,1292.0,0.92,0.89
Kepler-1173 b,,0.079,0.7698536,2016,Primary Transit,Kepler-1173,293.131095,45.663548,402.0,0.86,0.82
Kepler-1174 b,,0.142,6.89225223,2016,Primary Transit,Kepler-1174,281.831445,42.298916,829.0,1.04,1.04
Kepler-1175 b,,0.267,37.94563,2016,Primary Transit,Kepler-1175,289.142702,46.812897,1244.0,0.9,0.86
Kepler-1176 b,,0.219,24.1738579,2016,Primary Transit,Kepler-1176,297.919728,45.274162,1023.0,1.01,1.02
Kepler-1177 b,,0.17,106.247547,2016,Primary Transit,Kepler-1177,286.671437,49.406288,829.0,0.98,0.97
Kepler-1178 b,,0.095,31.80634,2016,Primary Transit,Kepler-1178,288.456062,45.802124,336.0,0.8,0.75
Kepler-1179 b,,0.118,2.68505749,2016,Primary Transit,Kepler-1179,284.09764,47.810638,454.0,0.84,0.81
Kepler-118 b,,0.175,7.518496,2014,Primary Transit,Kepler-118,299.21316525,41.424824,,0.86,1.09
Kepler-118 c,,0.685,20.17202,2014,Primary Transit,Kepler-118,299.21316525,41.424824,,0.86,1.09
Kepler-1180 b,,0.178,16.8601286,2016,Primary Transit,Kepler-1180,295.88751,43.156063,1284.0,1.09,1.14
Kepler-1181 b,,0.14,4.89337519,2016,Primary Transit,Kepler-1181,289.747314,39.523468,867.0,1.17,1.3
Kepler-1182 b,,0.215,11.17394617,2016,Primary Transit,Kepler-1182,296.307949,43.82135,1258.0,1.04,1.05
Kepler-1183 b,,0.252,28.5057189,2016,Primary Transit,Kepler-1183,292.232425,38.892222,1378.0,1.0,0.99
Kepler-1184 b,,0.239,53.5991044,2016,Primary Transit,Kepler-1184,291.282055,46.965996,1193.0,1.05,1.07
Kepler-1185 b,,0.119,104.3518976,2016,Primary Transit,Kepler-1185,287.241174,39.332757,296.0,0.96,0.87
Kepler-1186 b,,0.199,16.07677615,2016,Primary Transit,Kepler-1186,288.479641,47.101768,1112.0,0.95,0.93
Kepler-1187 b,,0.233,18.87064068,2016,Primary Transit,Kepler-1187,286.892005,38.318556,1029.0,1.06,1.09
Kepler-1188 b,,0.186,17.1369543,2016,Primary Transit,Kepler-1188,283.103838,43.148045,1202.0,1.04,1.06
Kepler-1189 b,,0.158,3.78858982,2016,Primary Transit,Kepler-1189,298.426343,47.946785,883.0,1.11,1.16
Kepler-119 b,,0.321,2.422082,2014,Primary Transit,Kepler-119,295.9464111,42.658924,,,0.84
Kepler-119 c,,0.082,4.125103,2014,Primary Transit,Kepler-119,295.9464111,42.658924,,,0.84
Kepler-1190 b,,0.119,10.45843441,2016,Primary Transit,Kepler-1190,284.999621,49.479977,384.0,0.76,0.72
Kepler-1191 b,,0.135,5.60014851,2016,Primary Transit,Kepler-1191,291.657776,48.009315,876.0,0.85,0.81
Kepler-1192 b,,0.211,25.2034787,2016,Primary Transit,Kepler-1192,282.140566,43.89658,1108.0,0.86,0.83
Kepler-1193 b,,0.118,2.83265213,2016,Primary Transit,Kepler-1193,288.144759,51.275627,695.0,1.08,1.21
Kepler-1194 b,,0.135,16.22371307,2016,Primary Transit,Kepler-1194,291.699538,38.145265,616.0,0.94,0.92
Kepler-1195 b,,0.186,8.49642241,2016,Primary Transit,Kepler-1195,284.351087,40.852979,812.0,0.74,0.71
Kepler-1196 b,,0.199,66.1849031,2016,Primary Transit,Kepler-1196,292.369561,43.910809,946.0,0.98,0.97
Kepler-1197 b,,0.112,2.03231845,2016,Primary Transit,Kepler-1197,291.669272,42.59071,505.0,0.78,0.72
Kepler-1198 b,,0.131,7.6847716,2016,Primary Transit,Kepler-1198,288.834008,44.838249,777.0,0.93,0.9
Kepler-1199 b,,0.103,15.0447198,2016,Primary Transit,Kepler-1199,293.725872,47.247044,540.0,0.94,1.17
Kepler-12 b,0.431,1.695,4.4379637,2011,Primary Transit,Kepler-12,286.243445853,50.0403472285,,1.166,1.483
