1090
Yegoryevsk 8	Krasnoarmeysk 31 Roslavl 23 Abakan 154 Plast 184 Nolinsk 28 Novosil 168 Zeya 134 MariinskyPosad 54 
Nyurba 8	Lipki 68 Ob 10 Chita 106 Gorno-Altaysk 178 KrasnoyeSelo 46 Tuapse 160 Lyskovo 200 Belinsky 89 
Kizlyar 7	Vorsma 159 Mosalsk 93 Karachev 199 Mikhaylov 108 Alagir 186 Mariinsk 77 Shumikha 124 
Chusovoy 5	Slyudyanka 138 Agryz 166 Semikarakorsk 162 Vytegra 69 Komsomolsk 119 
Yuryevets 6	Belorechensk 164 Bogdanovich 87 Boksitogorsk 118 Bikin 42 Nikolayevsk-on-Amur 109 Saransk 74 
Magas 7	Murom 89 Gubakha 141 Zhizdra 70 Verkhneuralsk 105 Sukhinichi 75 Novosokolniki 28 Balakovo 187 
Ob 6	Michurinsk 76 Khanty-Mansiysk 195 Novoshakhtinsk 141 Asbest 171 Nyurba 10 Proletarsk 183 
Yekaterinburg 13	Inza 52 Sevsk 47 Votkinsk 126 Melenki 73 Orsk 187 Chernyakhovsk 88 Korkino 59 Ust-Katav 117 Ozyorsk 120 Oktyabrsk 132 Kogalym 134 Vyborg 167 Svetogorsk 77 
Aniva 4	Yubileyny 98 Pavlovsk 144 Kstovo 194 Kirillov 39 
Sovetsky 7	Ryazan 170 Yemva 28 Slavsk 13 PetrovVal 109 Gorbatov 170 Baltiysk 155 Yessentuki 53 
Krasnoyarsk 5	Kharovsk 71 Volzhsk 184 Spassk 166 Neftegorsk 105 Mogocha 74 
Menzelinsk 10	Nefteyugansk 53 Borovsk 64 Dolinsk 150 Alexandrovsk-Sakhalinsky 59 Laishevo 85 Otradnoye 76 Glazov 70 Biryusinsk 81 Usman 41 Rzhev 128 
Dedovsk 9	Akhtubinsk 156 Akhtubinsk 141 Pereslavl-Zalessky 123 Komsomolsk-on-Amur 149 Lomonosov 126 Gvardeysk 127 Lyuban 46 Elista 146 Staritsa 157 
Volgodonsk 3	Barysh 150 Dolinsk 156 Bogdanovich 103 
Dolgoprudny 7	Severo-Kurilsk 107 Spas-Klepiki 50 Novodvinsk 71 VerkhnyayaTura 195 Vladivostok 156 Sarov 169 Volosovo 107 
Yugorsk 6	Shadrinsk 22 Novoulyanovsk 132 Labinsk 171 Apsheronsk 60 Cherdyn 101 Tomari 52 
Podporozhye 8	Ishim 11 Kondopoga 183 Zavolzhye 129 Kaltan 10 Kharovsk 148 Leninogorsk 57 Sebezh 188 Maykop 56 
Minusinsk 11	Ufa 157 Guryevsk 41 Aksay 23 Spassk-Dalny 26 Alexeyevka 119 Kamen-na-Obi 72 Sosnogorsk 95 Kotlas 191 Tyrnyauz 58 Borisoglebsk 95 Lysva 74 
Bolotnoye 5	SovetskayaGavan 18 Berdsk 67 Ivdel 44 Beloretsk 100 Soligalich 191 
Kolpino 14	Kurlovo 107 Zherdevka 173 Vladikavkaz 37 Gvardeysk 95 Abinsk 18 Kalach-na-Donu 39 Mezhgorye 11 Safonovo 83 Desnogorsk 76 DagestanskiyeOgni 46 Zlynka 188 Megion 60 Ust-Kut 20 VelikyNovgorod 151 
Chernogorsk 13	Mikhaylov 40 Ozherelye 92 Pereslavl-Zalessky 63 Kolomna 74 Nikolayevsk 28 Fatezh 192 Vereya 27 BolshoyKamen 141 Chapayevsk 22 Volzhsky 184 Dubovka 164 Vesyegonsk 198 Kotelnich 84 
Pugachyov 12	Gay 47 Pokhvistnevo 21 Sukhinichi 196 Sasovo 13 Suvorov 43 Slantsy 144 Poshekhonye 187 Plyos 141 Alagir 127 Ostrogozhsk 177 Solnechnogorsk 76 Kimovsk 115 
Novocherkassk 10	Michurinsk 133 Sokol 54 Mednogorsk 63 Usman 125 Anzhero-Sudzhensk 189 Puchezh 83 KrasnyKholm 139 Shatsk 153 Tyumen 57 Vesyegonsk 20 
Zelenograd 9	Orekhovo-Zuyevo 13 Mezen 108 Tyumen 45 Sterlitamak 22 Pevek 134 Leninsk-Kuznetsky 117 Semikarakorsk 193 Korkino 108 Kolomna 31 
Kyshtym 9	Gremyachinsk 151 Orsk 29 Salair 142 Domodedovo 135 Baltiysk 120 Yelets 24 Miass 95 Kalach 101 Kotelnich 58 
Dzerzhinsky 8	Nazyvayevsk 160 Vladimir 183 Kargopol 164 Nizhnevartovsk 161 Apsheronsk 82 Ishimbay 67 Neftekumsk 26 Samara 11 
Primorsk 10	Borovsk 163 Novouzensk 42 Petergof 60 Pechora 138 Bronnitsy 55 Mosalsk 55 Sovetsk 65 Zheleznovodsk 149 Plyos 76 Morshansk 129 
Kashira 5	Kronstadt 41 Lyantor 190 Irbit 55 NovyOskol 179 Korsakov 151 
Rasskazovo 12	Ust-Katav 99 Kurtamysh 90 Lipki 36 Zaraysk 191 Bolkhov 63 Luga 41 Ust-Dzheguta 38 NizhnyLomov 110 Severobaykalsk 150 Pyt-Yakh 93 Shagonar 154 Buy 145 
Berezniki 11	Agryz 175 Spassk 69 Noyabrsk 81 Sortavala 86 Vyazemsky 49 Krasnogorsk 51 Elektrogorsk 146 Sayanogorsk 48 Karabash 172 Okulovka 39 Leninsk 127 
Pudozh 9	Nalchik 144 Shuya 158 Vidnoye 175 Khvalynsk 26 Zima 106 Tarusa 149 Tulun 186 Salair 33 Aksay 147 
Medyn 9	Angarsk 34 Desnogorsk 23 Sredneuralsk 135 Talitsa 98 Vyazemsky 65 Pskov 26 Mosalsk 134 Pokrov 82 Konakovo 177 
Zherdevka 9	Karachayevsk 73 Azov 113 Severouralsk 189 Buinsk 18 VyatskiyePolyany 31 Shakhunya 184 Kolpino 173 Gavrilov-Yam 29 Gremyachinsk 28 
Izhevsk 11	Golitsyno 16 Kaltan 21 Dorogobuzh 93 Tula 190 Nazyvayevsk 27 Pavlovsk 74 Puchezh 199 Krasnoufimsk 149 Zapolyarny 194 Nikolskoye 49 Kurilsk 108 
Abdulino 6	Kholm 97 Urus-Martan 30 Salair 90 Balakovo 16 Ufa 65 Ukhta 150 
Kodinsk 7	Gatchina 178 Neftegorsk 194 Yuzhno-Sukhokumsk 36 Nytva 20 Asino 74 Novopavlovsk 99 Nazyvayevsk 20 
Belokurikha 5	Peresvet 190 Volosovo 169 Yoshkar-Ola 13 Tikhvin 31 Petukhovo 149 
Miass 9	Kyshtym 95 Magnitogorsk 170 Chernushka 32 Pokhvistnevo 62 Belyov 150 Uren 55 Baksan 163 Kirovgrad 190 Minyar 198 
Konakovo 3	Medyn 177 Vladimir 195 Vyazma 122 
Vladivostok 3	Tyrnyauz 143 Dolgoprudny 156 Novoaltaysk 70 
Pavlovo 8	Golitsyno 142 Birsk 128 Yershov 178 Ipatovo 12 Petushki 186 Syzran 187 Vyazniki 56 Novoanninsky 77 
Gdov 7	NaberezhnyeChelny 27 Chyormoz 178 Zarechny 90 Maloarkhangelsk 158 Pytalovo 96 Bavly 189 Chernyakhovsk 177 
Aprelevka 10	Semikarakorsk 13 Kansk 160 Gremyachinsk 79 Bataysk 24 Totma 67 Korenovsk 87 Neftekamsk 63 Bagrationovsk 189 Losino-Petrovsky 33 Kirovgrad 197 
Elektrostal 5	Myshkin 132 Dno 81 Spassk-Dalny 45 Podolsk 134 Ostrovnoy 91 
Tyukalinsk 6	Kotovsk 56 Zakamensk 86 Maloarkhangelsk 177 Pytalovo 105 Kotlas 170 Tulun 95 
Kushva 11	Vyazniki 47 Kingisepp 168 Sasovo 86 Georgiyevsk 109 Andreapol 190 Voskresensk 58 Donskoy 37 Khvalynsk 176 Kalyazin 35 Aksay 198 Kovylkino 63 
Dorogobuzh 15	Berdsk 37 Belovo 182 Novosibirsk 136 Babushkin 120 Valday 82 Lyskovo 36 Luga 35 Stavropol 73 Tikhoretsk 56 Artyomovsk 184 Ostrogozhsk 147 Chekalin 157 Izhevsk 93 Alexandrovsk 103 Chebarkul 171 
Svetogorsk 10	Kotelnich 170 Surovikino 177 Yekaterinburg 77 Gorokhovets 94 Pervouralsk 133 Arkadak 12 Ruza 175 Bobrov 153 Maykop 17 StarayaRussa 93 
Olonets 7	Sukhinichi 67 Pikalyovo 114 NovyOskol 124 Lipki 32 Lipetsk 169 Severobaykalsk 27 Anadyr 197 
Zvenigovo 8	Pyatigorsk 13 Gudermes 95 Kropotkin 154 Taganrog 81 Kaliningrad 31 Kirs 140 Kologriv 43 Dubna 59 
Astrakhan 5	Kolomna 194 Puchezh 155 BelayaKholunitsa 26 Kinel 99 Nazyvayevsk 127 
Obluchye 8	Serov 103 Bor 176 Laishevo 198 Dalnegorsk 26 Tatarsk 42 Buturlinovka 152 Novozybkov 108 Zelenogorsk 23 
Nazarovo 11	Baley 135 Karachev 103 Kataysk 45 Kurovskoye 93 Sredneuralsk 107 Zima 164 Sayanogorsk 109 Elektrogorsk 187 Solnechnogorsk 45 Bogdanovich 89 Kolomna 66 
PolyarnyeZori 3	Kotlas 173 Sayanogorsk 131 Tayshet 156 
Shchuchye 7	Izobilny 193 Mozdok 39 Sasovo 197 Mariinsk 191 Aleysk 158 Lobnya 15 Yubileyny 188 
Kyzyl 6	Uzhur 186 Staritsa 194 Nizhnekamsk 113 Mikhaylovsk 182 Ussuriysk 37 Anzhero-Sudzhensk 81 
Dimitrovgrad 11	Bolgar 50 Mozdok 132 Kemerovo 198 Kiselyovsk 35 Zheleznovodsk 113 Fatezh 143 Sredneuralsk 137 Mytishchi 101 Anadyr 59 Istra 140 Manturovo 147 
Sovetsk 4	Petrovsk-Zabaykalsky 25 Severobaykalsk 91 Baymak 146 Primorsk 65 
Rtishchevo 11	Lyantor 13 Solvychegodsk 189 Serdobsk 44 Pitkyaranta 150 NizhnyNovgorod 159 Lyubim 66 Salavat 95 Kimovsk 122 Kirillov 101 Stupino 149 Sim 33 
Moscow 9	Ust-Labinsk 40 Biysk 125 Puchezh 13 Nikolsk 139 Frolovo 172 Nevelsk 74 Kandalaksha 161 StaryOskol 106 Kamen-na-Obi 65 
Sorsk 6	Khadyzhensk 34 Shchyolkovo 83 Kirov 30 Kogalym 195 Kirovo-Chepetsk 77 Kotelnich 187 
Ivanteyevka 3	Cherdyn 168 Desnogorsk 25 Kataysk 21 
Atkarsk 4	Gusev 78 Tuymazy 82 Kommunar 39 Kozelsk 172 
Nikolsk 5	Amursk 165 Torzhok 160 Bagrationovsk 142 Lgov 177 Moscow 139 
Sarov 12	Syktyvkar 143 Maloarkhangelsk 101 Pervouralsk 186 Kotlas 17 Novokubansk 58 Rybinsk 112 Dolgoprudny 169 Saratov 114 Nyagan 140 Novodvinsk 26 Dobryanka 41 Pokrovsk 120 
Boguchar 2	Yuryuzan 100 Salair 115 
Kozelsk 9	Shatsk 30 Atkarsk 172 Usolye-Sibirskoye 47 Buy 193 Uren 191 Nyagan 109 Arzamas 199 Ladushkin 141 Orekhovo-Zuyevo 74 
Salsk 10	Ussuriysk 143 Volzhsky 82 Olenegorsk 166 Ustyuzhna 188 Cherepovets 126 Lensk 36 Novokubansk 47 Barysh 69 Tuymazy 19 Kuvandyk 182 
NizhniyeSergi 7	Baltiysk 69 Davlekanovo 132 Tsimlyansk 67 Kommunar 148 Ustyuzhna 72 Kolomna 34 Orlov 99 
Osinniki 6	Mosalsk 68 Bryansk 37 Melenki 166 Chernushka 69 Pokhvistnevo 63 Tomsk 133 
Dubna 2	Zvenigovo 59 Buturlinovka 82 
Kopeysk 11	Ustyuzhna 64 Domodedovo 96 Votkinsk 71 Yakutsk 162 Temnikov 18 Makushino 134 Artyomovsk 193 Kizel 67 Nikolskoye 88 Kasli 179 Yelabuga 15 
Penza 7	Salavat 158 NizhnyLomov 181 Okha 190 Podolsk 55 Millerovo 11 Mirny 111 Elista 63 
Dmitrovsk 5	Mezhgorye 59 Vologda 180 Kozmodemyansk 188 Mytishchi 52 Magadan 83 
Igarka 7	Sergach 58 Serov 124 Tyrnyauz 157 Melenki 96 Shumikha 169 Elektrougli 32 Roslavl 27 
Armavir 3	Zernograd 133 Neftegorsk 142 Shali 24 
Kovdor 7	Meshchovsk 179 Irbit 65 Amursk 18 Verkhoturye 19 Borzya 51 Zavodoukovsk 51 Novotroitsk 143 
Bor 8	Krasavino 107 Zubtsov 142 Opochka 151 Roshal 26 Ostrogozhsk 67 Tavda 20 Obluchye 176 Lesozavodsk 150 
Olenegorsk 4	Oryol 86 Yeniseysk 39 Topki 12 Salsk 166 
Tikhvin 4	Belokurikha 31 Rubtsovsk 56 Birsk 81 LodeynoyePole 60 
Kondopoga 8	Magadan 89 Sredneuralsk 152 Gorno-Altaysk 91 Asbest 179 Lukoyanov 190 Podporozhye 183 Korolyov 161 Chulym 18 
Leninsk-Kuznetsky 17	NizhnyNovgorod 87 Kargat 153 Sertolovo 156 Okulovka 160 Kaliningrad 120 Shenkursk 190 Lyubim 75 Torzhok 190 BolshoyKamen 22 Budyonnovsk 149 Amursk 194 Valuyki 47 Vysokovsk 81 Baley 100 Barnaul 81 Zelenograd 117 Suvorov 148 
Kirovgrad 11	StarayaKupavna 171 Belousovo 121 Vorkuta 176 Leninsk 73 Aprelevka 197 Miass 190 Kachkanar 107 Zavitinsk 17 Kamyshlov 185 Tver 163 Valday 107 
Korolyov 3	Kondopoga 161 Ladushkin 58 Shakhtyorsk 196 
Vladikavkaz 8	Bogoroditsk 167 Khimki 147 Gelendzhik 57 Danilov 76 VyatskiyePolyany 57 Kolpino 37 Rylsk 100 Drezna 192 
Vytegra 6	Zelenodolsk 14 Stavropol 147 Kotovsk 60 Chusovoy 69 Uglegorsk 94 Kurilsk 63 
Ustyuzhna 5	NizhniyeSergi 72 Velizh 38 Gornyak 155 Salsk 188 Kopeysk 64 
Kumertau 7	Pervouralsk 102 Dudinka 153 Chukhloma 146 Borovsk 141 Sayanogorsk 116 Nerekhta 85 Karasuk 54 
Sretensk 3	Chegem 165 Zaozyorny 49 Kogalym 106 
Vyazma 8	Gorodovikovsk 29 Klimovsk 126 Konakovo 122 Zhukovka 99 Lyudinovo 14 Kalyazin 141 StarayaRussa 83 Kurovskoye 97 
NizhnyayaTura 6	Lyubertsy 57 Lukoyanov 181 Vesyegonsk 111 Mglin 120 Kuvandyk 54 Kireyevsk 175 
StarayaRussa 10	Salavat 149 Svetogorsk 93 Velizh 187 Kandalaksha 187 Vyazma 83 Saratov 133 Volokolamsk 97 Volzhsk 94 Meshchovsk 106 VelikyNovgorod 100 
Ardatov 7	Kirsanov 76 Kurtamysh 199 Barabinsk 121 Kameshkovo 123 Lensk 107 Pevek 68 Chekalin 111 
Cherepovets 12	Verkhoturye 132 Sim 48 Ruza 22 Yadrin 139 Kaltan 122 Shatsk 189 Okhansk 108 Neya 128 Apatity 154 Azov 110 Lyudinovo 65 Salsk 126 
Suvorov 9	Leninsk-Kuznetsky 148 Polyarny 142 Snezhinsk 171 Vyksa 48 Dalmatovo 57 Yeysk 96 Asbest 103 Semiluki 52 Pugachyov 43 
Kremyonki 3	Ryazan 189 Nefteyugansk 22 Peresvet 10 
SosnovyBor 5	Naryan-Mar 29 Ust-Kut 11 Elista 54 Klimovsk 57 Kirovsk 181 
Kirsanov 5	Shimanovsk 85 Taldom 139 Starodub 154 Kalyazin 160 Ardatov 76 
Krasnouralsk 6	Tayga 135 Lesozavodsk 171 Khilok 61 Gryazi 176 Kupino 95 Biysk 21 
Pervomaysk 6	Novomoskovsk 35 Petrovsk-Zabaykalsky 107 Meshchovsk 129 Maysky 63 Torzhok 113 Sim 16 
Gorodishche 3	Starodub 46 Morshansk 59 Ostrovnoy 174 
Rylsk 10	Vladikavkaz 100 Bobrov 126 Ipatovo 68 Mikhaylovsk 119 Omutninsk 174 Bavly 168 Alexandrovsk-Sakhalinsky 59 Vyazniki 148 Lyudinovo 115 Baymak 197 
Novosibirsk 12	Nalchik 84 Plyos 40 Tomsk 51 Krasnodar 162 Tayshet 73 Divnogorsk 78 Vereya 10 Vysokovsk 62 Chaplygin 64 Dorogobuzh 136 Lesozavodsk 161 Bodaybo 78 
Liski 7	Oktyabrsky 113 Kogalym 59 Vereshchagino 58 Anzhero-Sudzhensk 84 Naro-Fominsk 76 Velizh 102 Lyuban 121 
Osa 7	Lomonosov 184 Zelenokumsk 79 Pervouralsk 117 Alagir 168 Korkino 101 Ufa 125 Gavrilov-Yam 84 
Ufa 7	Abdulino 65 Lagan 142 Osa 125 Novomoskovsk 111 Pochinok 182 Semiluki 45 Minusinsk 157 
Totma 7	Chernushka 119 Chernyakhovsk 120 Bratsk 25 Kiselyovsk 88 Aprelevka 67 Vetluga 11 Biysk 22 
Khotkovo 2	Bagrationovsk 32 Shagonar 150 
Nazyvayevsk 9	Ipatovo 166 Maysky 60 Kodinsk 20 Chernogolovka 156 Petropavlovsk-Kamchatsky 58 Astrakhan 127 Kharabali 193 Dzerzhinsky 160 Izhevsk 27 
Kineshma 10	SaintPetersburg 112 Pskov 191 Asino 140 Pokhvistnevo 32 Gorodets 57 Tryokhgorny 170 Bratsk 168 Vyazniki 161 Korocha 62 Pechora 193 
Gorodovikovsk 9	Staritsa 151 Yeysk 118 Kozmodemyansk 99 Zhukov 124 Okhansk 163 Kuznetsk 79 Rossosh 154 Vyazma 29 Turan 21 
Gavrilov-Yam 5	Zherdevka 29 Krasnodar 127 Osa 84 Valuyki 79 Kirovo-Chepetsk 144 
Belomorsk 7	Novozybkov 175 Balashikha 167 Bezhetsk 158 Rodniki 81 Ostrov 147 Spassk-Dalny 12 Neman 100 
NovyUrengoy 9	Korocha 122 Tsimlyansk 87 Pochep 175 Privolzhsk 54 Khimki 87 Iskitim 17 Frolovo 134 Gagarin 156 Kurlovo 110 
Orekhovo-Zuyevo 14	Kozelsk 74 Tulun 56 Kozmodemyansk 197 Gvardeysk 172 Aleysk 199 Bobrov 132 Tayga 83 Likhoslavl 59 Kotovsk 53 Vsevolozhsk 52 Chaplygin 25 Zelenograd 13 Ukhta 43 Ust-Dzheguta 31 
Zubtsov 8	Murmansk 182 Kotlas 95 Zmeinogorsk 195 Zainsk 34 Gubkinsky 103 Bor 142 Kurovskoye 118 Kurilsk 68 
Chernyakhovsk 12	Petushki 40 Alzamay 14 Balashov 52 Gdov 177 Pervouralsk 76 Sudogda 50 Sertolovo 177 Gubkinsky 12 Mariinsk 171 Yekaterinburg 88 Totma 120 Bely 58 
Inza 10	Snezhnogorsk 159 Shakhty 20 Shumerlya 108 Volsk 140 Belgorod 184 NovayaLyalya 122 Strezhevoy 29 Spassk-Dalny 153 Balashikha 101 Yekaterinburg 52 
Dobryanka 9	Sychyovka 124 Sosensky 45 Belogorsk 48 Pevek 54 Buynaksk 151 Sarov 41 Abaza 14 Vilyuchinsk 68 Tuymazy 91 
Lesozavodsk 15	Divnogorsk 116 Dolinsk 83 Voronezh 102 Novosibirsk 161 Bor 150 Gelendzhik 77 Volsk 170 Ussuriysk 93 Gorbatov 155 Shakhty 80 Kologriv 103 Krasnouralsk 171 Vetluga 91 Usolye-Sibirskoye 176 Sudzha 18 
Alatyr 8	Uvarovo 88 Ust-Ilimsk 116 Dyatkovo 184 Berdsk 185 Pestovo 177 Ust-Labinsk 62 Marks 145 Volzhsky 108 
Kireyevsk 8	NizhnyayaTura 175 Bely 163 Kalininsk 74 Chekhov 60 Tambov 108 SovetskayaGavan 163 Sharypovo 197 Lyubertsy 76 
Mamonovo 4	Spassk 183 Karachev 58 Kotelnich 88 Yessentuki 70 
Mozdok 7	Malgobek 106 Krasnoarmeysk 100 Tashtagol 155 Glazov 55 Naro-Fominsk 184 Shchuchye 39 Dimitrovgrad 132 
Severo-Kurilsk 14	Gay 171 Soltsy 58 Alagir 176 Kamensk-Uralsky 58 Kalach-na-Donu 132 Arsk 21 Gadzhiyevo 59 Pallasovka 92 Bobrov 104 Zhukovka 154 Kologriv 180 Zaraysk 106 Dolgoprudny 107 Yelabuga 195 
Yuzhno-Sakhalinsk 4	Tarusa 185 Kaspiysk 119 Sestroretsk 55 Toguchin 62 
Neryungri 8	Dalnerechensk 92 Degtyarsk 136 Balakhna 39 Pustoshka 64 Temryuk 100 Yoshkar-Ola 52 Cherdyn 121 Poshekhonye 135 
Malmyzh 7	Velsk 110 Sysert 65 Pokrov 115 Serov 118 Ostrogozhsk 169 Petrovsk-Zabaykalsky 11 Kizilyurt 101 
Yakhroma 10	Muravlenko 48 Ust-Kut 90 Mariinsk 96 Okhansk 128 Dalnerechensk 115 Lobnya 122 Vyborg 62 Kamyshlov 111 Monchegorsk 115 Morozovsk 21 
Ukhta 14	Megion 48 Grayvoron 193 Divnogorsk 99 Spassk-Dalny 132 Ust-Kut 139 Abdulino 150 Orekhovo-Zuyevo 43 Temryuk 155 Serov 76 Anzhero-Sudzhensk 200 Gubkin 124 Ostrovnoy 46 Nikolskoye 168 Yasny 154 
Mogocha 11	Cheboksary 56 Tatarsk 109 Krasnoyarsk 74 Shebekino 33 Magadan 82 Nyandoma 69 NovayaLyalya 99 Aleysk 150 Cherkessk 15 Maykop 94 Polysayevo 107 
Aldan 4	Kuybyshev 53 Stroitel 150 SaintPetersburg 55 Slavsk 143 
Kungur 4	Novokhopyorsk 12 Yermolino 136 Beloyarsky 42 Fokino 188 
Mikhaylov 12	Yartsevo 87 Neftekamsk 43 Novokuznetsk 30 Yelabuga 21 Buinsk 63 Nikolayevsk 89 Baymak 67 Tarusa 46 Kogalym 196 Klimovsk 131 Kizlyar 108 Chernogorsk 40 
Kostroma 3	Pustoshka 111 Kislovodsk 165 Vyazemsky 32 
Kurganinsk 7	Otradnoye 99 Medvezhyegorsk 112 Krasnokamsk 152 Degtyarsk 33 Bobrov 139 Buy 68 Ishimbay 67 
Polysayevo 6	Mogocha 107 Nikolayevsk-on-Amur 66 Gorodets 150 Poshekhonye 151 Belousovo 27 Yuryev-Polsky 150 
Krasnoslobodsk 4	Velizh 154 Tetyushi 102 Lyantor 37 Rossosh 125 
Gubakha 9	Partizansk 139 Ostrovnoy 194 Petergof 73 Yershov 172 Skopin 136 Arkadak 151 Danilov 71 Belorechensk 34 Magas 141 
VelikiyeLuki 6	Belebey 148 Arkhangelsk 57 Yemanzhelinsk 31 Verkhoturye 108 Mozhga 74 Ivangorod 31 
Ust-Dzheguta 11	Nerekhta 186 Orekhovo-Zuyevo 31 Orsk 49 Kirov 99 Yoshkar-Ola 32 Fokino 185 Temryuk 184 Lensk 24 Anapa 89 Votkinsk 30 Rasskazovo 38 
SaintPetersburg 7	VyshnyVolochyok 91 Surgut 176 Bogotol 10 Tarko-Sale 179 VerkhnyayaTura 184 Kineshma 112 Aldan 55 
Volchansk 6	Spas-Demensk 133 Zaozyorny 106 Ruzayevka 33 Chernushka 103 Yaransk 191 Novoalexandrovsk 182 
Primorsko-Akhtarsk 11	Alexeyevka 67 Severouralsk 67 Maloarkhangelsk 17 Borzya 141 Lgov 182 Vyazniki 51 Urzhum 175 Partizansk 150 Malgobek 25 Spas-Demensk 162 Vuktyl 74 
Krasavino 9	Zheleznodorozhny 146 Novomichurinsk 106 Ertil 198 Segezha 25 Teykovo 133 Valuyki 61 Tosno 182 Georgiyevsk 107 Bor 107 
Zlatoust 6	Magadan 109 Nizhnekamsk 164 Urzhum 148 Shchyokino 89 Isilkul 154 Spassk 109 
Kosteryovo 9	Temnikov 72 Sharya 20 Bodaybo 142 Donetsk 44 Bavly 81 SovetskayaGavan 34 Buzuluk 66 Anadyr 159 Moskovsky 162 
Proletarsk 10	Fokino 75 Ob 183 Bataysk 162 Belebey 10 Zelenogorsk 18 Pushkino 13 Ilansky 69 Belozersk 49 Soltsy 155 Velizh 166 
Kuvshinovo 4	Kirovsk 25 Kalyazin 107 Lyudinovo 187 Oryol 95 
Kansk 7	Maloarkhangelsk 32 Kurchatov 127 Lebedyan 16 Digora 75 Mglin 142 Aprelevka 160 Shali 47 
Okulovka 11	Gorno-Altaysk 31 Yeniseysk 132 Berezniki 39 Tulun 102 Snezhinsk 200 Arkadak 83 Borzya 151 Kotelnikovo 62 Dukhovshchina 181 Kimovsk 70 Leninsk-Kuznetsky 160 
Kalach 5	Tula 150 Kyshtym 101 MalayaVishera 100 Magnitogorsk 79 Kaliningrad 25 
Vetluga 6	Omutninsk 180 Lesozavodsk 91 Totma 11 Gubkin 20 Vesyegonsk 107 Suoyarvi 33 
Shcherbinka 4	Ulan-Ude 149 Agidel 166 Balabanovo 125 Monchegorsk 182 
Dmitrov 5	Almetyevsk 130 Biysk 52 Partizansk 86 MineralnyeVody 113 Aksay 162 
Nalchik 7	Serafimovich 35 Langepas 13 Nyagan 125 Pionersky 128 Bronnitsy 143 Pudozh 144 Novosibirsk 84 
Kizilyurt 7	StaryOskol 58 Ostashkov 173 Krasnoznamensk 133 Lakhdenpokhya 165 Malmyzh 101 Uray 169 Maysky 139 
Perm 5	Zarinsk 178 Skopin 156 Rodniki 41 Poshekhonye 187 Shenkursk 28 
Dubovka 6	Chernogorsk 164 Severobaykalsk 90 Neftekumsk 30 Adygeysk 44 Uvarovo 36 Zavolzhsk 30 
Vesyegonsk 11	Tetyushi 15 Novocherkassk 20 Zaozyorsk 142 Tomari 183 Snezhnogorsk 41 Novomichurinsk 141 Chernogorsk 198 Volodarsk 172 Uchaly 51 NizhnyayaTura 111 Vetluga 107 
Murashi 6	Zhukovsky 99 Zavodoukovsk 159 Belogorsk 88 Demidov 168 StarayaKupavna 21 Khilok 144 
Solvychegodsk 7	Cherepanovo 56 Moskovsky 50 Teberda 100 VelikyUstyug 83 Glazov 123 Zeya 45 Rtishchevo 189 
Usolye-Sibirskoye 5	Lensk 156 Lesozavodsk 176 Kimry 186 Novorossiysk 113 Kozelsk 47 
Fryazino 3	Zheleznogorsk 45 Rossosh 191 Shali 83 
Meshchovsk 9	StarayaRussa 106 Kolchugino 67 Galich 22 Lyuban 185 Sarapul 187 KrasnySulin 174 Shagonar 67 Kovdor 179 Pervomaysk 129 
Nevel 5	Aramil 99 Zelenogorsk 83 Smolensk 91 Kstovo 47 Pokrovsk 160 
Kovylkino 8	Timashyovsk 184 Leninsk 24 Volzhsky 19 Kushva 63 Zlynka 115 Akhtubinsk 42 Volodarsk 67 Zima 143 
Yuryuzan 11	Kolpashevo 67 Klintsy 32 Lipki 64 Ostrovnoy 126 Sharya 85 Oktyabrsky 77 Sayanogorsk 121 Bogoroditsk 41 Seltso 106 Slavgorod 161 Boguchar 100 
Kotelnich 9	Vysokovsk 50 Belovo 37 Chernogorsk 84 Mamonovo 88 Kyshtym 58 Sorsk 187 Aksay 107 Svetogorsk 170 Bezhetsk 192 
Krasnozavodsk 9	Labinsk 77 Krasnodar 119 Achinsk 55 Zaozyorsk 133 Sosnogorsk 165 Pevek 26 Petrozavodsk 36 Mozhaysk 16 Drezna 46 
Stupino 5	Baymak 26 Rtishchevo 149 Aramil 185 Lakinsk 133 Oktyabrsky 41 
VyshnyVolochyok 8	Prokhladny 143 Aznakayevo 90 Kotelnikovo 153 Mednogorsk 172 Opochka 32 Kimovsk 178 Noyabrsk 91 SaintPetersburg 91 
Almetyevsk 3	Lakhdenpokhya 86 Dmitrov 130 Kaliningrad 19 
Bely 6	Buzuluk 111 Sudogda 130 Chernyakhovsk 58 Makarov 135 Leninsk 21 Kireyevsk 163 
Yessentuki 10	Sovetsky 53 Novotroitsk 120 Mamonovo 70 Rubtsovsk 147 Teberda 53 Zarinsk 169 Mozhaysk 191 Maloarkhangelsk 105 Monchegorsk 40 Pechora 140 
Lebedyan 7	Tavda 179 Apsheronsk 72 Alexandrovsk-Sakhalinsky 176 Azov 90 Arzamas 159 Kansk 16 Kadnikov 67 
Kolomna 12	Inta 150 Zelenograd 31 NizhniyeSergi 34 Nazarovo 66 Arkhangelsk 92 Novosil 106 Blagodarny 132 Chernushka 28 Yeysk 72 Tver 160 Chernogorsk 74 Astrakhan 194 
